date	value	cash	action	amount	shares	price	dividend	expense	cash_interest	fund_size	margin_available	margin_borrowed	margin_expense	notes	contracts	entry_price	liquidation_price	unrealized_pnl	funding_profit	funding_loss	margin_locked	fee	margin
2021-08-11	6547.6702537152605	6447.6702537152605	HOLD	-100										btc BUY									
2021-08-18	6447.6702537152605	6347.6702537152605	HOLD	-100										btc BUY									
2021-08-25	6347.6702537152605	6247.6702537152605	HOLD	-100										btc BUY									
2021-09-01	6247.6702537152605	6147.6702537152605	HOLD	-100										btc BUY									
2021-09-01	6147.6702537152605	6152.793312260023	HOLD						5.123058544762717														
2021-09-08	6152.793312260023	6052.793312260023	HOLD	-100										btc BUY									
2021-09-15	6052.793312260023	5952.793312260023	HOLD	-100										btc BUY									
2021-09-22	5952.793312260023	5852.793312260023	HOLD	-100										btc BUY									
2021-09-29	5852.793312260023	5752.793312260023	HOLD	-100										btc BUY									
2021-10-06	5752.793312260023	5852.793312260023	HOLD	100										btc SELL									
2021-10-06	5852.793312260023	5857.67064002024	HOLD						4.877327760216686														
2021-10-13	5857.67064002024	5957.67064002024	HOLD	100										btc SELL									
2021-10-20	5957.67064002024	6057.67064002024	HOLD	100										btc SELL									
2021-10-27	6057.67064002024	6157.67064002024	HOLD	100										btc SELL									
2021-11-03	6157.67064002024	6257.67064002024	HOLD	100										btc SELL									
2021-11-03	6257.67064002024	6262.88536555359	HOLD						5.2147255333502														
2021-11-11	6262.88536555359	6362.88536555359	HOLD	100										btc SELL									
2021-11-18	6362.88536555359	6462.88536555359	HOLD	100										btc SELL									
2021-11-25	6462.88536555359	6562.88536555359	HOLD	100										btc SELL									
2021-12-02	6562.88536555359	6662.88536555359	HOLD	100										btc SELL									
2021-12-02	6662.88536555359	6668.437770024885	HOLD						5.552404471294659														
2021-12-09	6668.437770024885	6568.437770024885	HOLD	-100										btc BUY									
2021-12-16	6568.437770024885	6468.437770024885	HOLD	-100										btc BUY									
2021-12-23	6468.437770024885	6368.437770024885	HOLD	-100										btc BUY									
2021-12-30	6368.437770024885	6268.437770024885	HOLD	-100										btc BUY									
2022-01-06	6268.437770024885	6168.437770024885	HOLD	-100										btc BUY									
2022-01-06	6168.437770024885	6173.578134833239	HOLD						5.140364808354072														
2022-01-13	6173.578134833239	6073.578134833239	HOLD	-100										btc BUY									
2022-01-20	6073.578134833239	5923.578134833239	HOLD	-150										btc BUY									
2022-01-27	5923.578134833239	5773.578134833239	HOLD	-150										btc BUY									
2022-02-03	5773.578134833239	5623.578134833239	HOLD	-150										btc BUY									
2022-02-03	5623.578134833239	5628.2644499456	HOLD						4.686315112361033														
2022-02-10	5628.2644499456	5528.2644499456	HOLD	-100										btc BUY									
2022-02-17	5528.2644499456	5378.2644499456	HOLD	-150										btc BUY									
2022-02-24	5378.2644499456	5228.2644499456	HOLD	-150										btc BUY									
2022-03-03	5228.2644499456	5128.2644499456	HOLD	-100										btc BUY									
2022-03-03	5128.2644499456	5132.538003653888	HOLD						4.273553708288														
2022-03-10	5132.538003653888	4982.538003653888	HOLD	-150										btc BUY									
2022-03-16	4982.538003653888	4832.538003653888	HOLD	-150										btc BUY									
2022-03-23	4832.538003653888	4732.538003653888	HOLD	-100										btc BUY									
2022-03-30	4732.538003653888	4632.538003653888	HOLD	-100										btc BUY									
2022-04-06	4632.538003653888	4532.538003653888	HOLD	-100										btc BUY									
2022-04-06	4532.538003653888	4536.315118656933	HOLD						3.777115003044907														
2022-04-13	4536.315118656933	4386.315118656933	HOLD	-150										btc BUY									
2022-04-20	4386.315118656933	4236.315118656933	HOLD	-150										btc BUY									
2022-04-27	4236.315118656933	4086.315118656933	HOLD	-150										btc BUY									
2022-05-04	4086.315118656933	3936.315118656933	HOLD	-150										btc BUY									
2022-05-04	3936.315118656933	3939.5953812558137	HOLD						3.280262598880778														
2022-05-11	3939.5953812558137	3739.5953812558137	HOLD	-200										btc BUY									
2022-05-18	3739.5953812558137	3539.5953812558137	HOLD	-200										btc BUY									
2022-05-25	3539.5953812558137	3339.5953812558137	HOLD	-200										btc BUY									
2022-06-01	3339.5953812558137	3139.5953812558137	HOLD	-200										btc BUY									
2022-06-01	3139.5953812558137	3142.2117107401937	HOLD						2.616329484379845														
2022-06-08	3142.2117107401937	2992.2117107401937	HOLD	-150										btc BUY									
2022-06-15	2992.2117107401937	2792.2117107401937	HOLD	-200										btc BUY									
2022-06-22	2792.2117107401937	2592.2117107401937	HOLD	-200										btc BUY									
2022-06-29	2592.2117107401937	2392.2117107401937	HOLD	-200										btc BUY									
2022-07-06	2392.2117107401937	2192.2117107401937	HOLD	-200										btc BUY									
2022-07-06	2192.2117107401937	2194.038553832477	HOLD						1.8268430922834948														
2022-07-13	2194.038553832477	1994.0385538324772	HOLD	-200										btc BUY									
2022-07-20	1994.0385538324772	1794.0385538324772	HOLD	-200										btc BUY									
2022-07-27	1794.0385538324772	1594.0385538324772	HOLD	-200										btc BUY									
2022-08-03	1594.0385538324772	1394.0385538324772	HOLD	-200										btc BUY									
2022-08-03	1394.0385538324772	1395.2002526273375	HOLD						1.1616987948603978														
2022-08-10	1395.2002526273375	1195.2002526273375	HOLD	-200										btc BUY									
2022-08-17	1195.2002526273375	995.2002526273375	HOLD	-200										btc BUY									
2022-08-24	995.2002526273375	795.2002526273375	HOLD	-200										btc BUY									
2022-08-31	795.2002526273375	595.2002526273375	HOLD	-200										btc BUY									
2022-09-07	595.2002526273375	395.2002526273375	HOLD	-200										btc BUY									
2022-09-07	395.2002526273375	395.5295861711936	HOLD						0.3293335438561146														
2022-09-14	395.5295861711936	195.5295861711936	HOLD	-200										btc BUY									
2022-09-21	195.5295861711936	95.52958617119361	HOLD	-100										btc BUY									
2022-10-05	95.52958617119361	95.60919415966961	HOLD						0.07960798847599468														
2022-11-02	95.60919415966961	95.68886848813601	HOLD						0.07967432846639134														
2022-12-01	95.68886848813601	95.76860921187613	HOLD						0.07974072374011335														
2023-01-05	95.76860921187613	95.84841638621936	HOLD						0.0798071743432301														
2023-02-02	95.84841638621936	95.92829006654121	HOLD						0.07987368032184947														
2023-03-02	95.92829006654121	96.00823030826332	HOLD						0.07994024172211768														
2023-04-05	96.00823030826332	96.08823716685355	HOLD						0.08000685859021944														
2023-05-03	96.08823716685355	96.16831069782593	HOLD						0.08007353097237796														
2023-06-07	96.16831069782593	96.24845095674078	HOLD						0.08014025891485495														
2023-07-05	96.24845095674078	96.32865799920474	HOLD						0.08020704246395066														
2023-08-02	96.32865799920474	96.40893188087074	HOLD						0.08027388166600395														
2023-09-06	96.40893188087074	96.48927265743814	HOLD						0.08034077656739229														
2023-10-04	96.48927265743814	96.56968038465267	HOLD						0.08040772721453178														
2023-11-01	96.56968038465267	96.65015511830654	HOLD						0.08047473365387724														
2023-12-07	96.65015511830654	96.73069691423846	HOLD						0.08054179593192212														
2024-01-04	96.73069691423846	96.81130582833366	HOLD						0.08060891409519873														
2024-02-01	96.81130582833366	96.89198191652393	HOLD						0.08067608819027805														
2024-02-29	96.89198191652393	196.89198191652395	HOLD	100										btc SELL									
2024-03-07	196.89198191652395	296.89198191652395	HOLD	100										btc SELL									
2024-03-07	296.89198191652395	297.13939190145436	HOLD						0.24740998493043664														
2024-03-13	297.13939190145436	397.13939190145436	HOLD	100										btc SELL									
2024-03-20	397.13939190145436	497.13939190145436	HOLD	100										btc SELL									
2024-03-27	497.13939190145436	597.1393919014544	HOLD	100										btc SELL									
2024-04-03	597.1393919014544	697.1393919014544	HOLD	100										btc SELL									
2024-04-03	697.1393919014544	697.7203413947055	HOLD						0.580949493251212														
2024-04-10	697.7203413947055	797.7203413947055	HOLD	100										btc SELL									
2024-04-17	797.7203413947055	897.7203413947055	HOLD	100										btc SELL									
2024-04-24	897.7203413947055	997.7203413947055	HOLD	100										btc SELL									
2024-05-01	997.7203413947055	897.7203413947055	HOLD	-100										btc BUY									
2024-05-01	897.7203413947055	898.4684416792011	HOLD						0.748100284495588														
2024-05-08	898.4684416792011	998.4684416792011	HOLD	100										btc SELL									
2024-05-15	998.4684416792011	1098.468441679201	HOLD	100										btc SELL									
2024-05-22	1098.468441679201	1198.468441679201	HOLD	99.99999999999999										btc SELL									
2024-05-29	1198.468441679201	1298.468441679201	HOLD	100										btc SELL									
2024-06-05	1298.468441679201	1398.468441679201	HOLD	99.99999999999999										btc SELL									
2024-06-05	1398.468441679201	1399.633832047267	HOLD						1.165390368066001														
2024-06-12	1399.633832047267	1499.633832047267	HOLD	100										btc SELL									
2024-06-19	1499.633832047267	1599.633832047267	HOLD	100										btc SELL									
2024-06-26	1599.633832047267	1499.633832047267	HOLD	-100										btc BUY									
2024-07-03	1499.633832047267	1399.633832047267	HOLD	-100										btc BUY									
2024-07-03	1399.633832047267	1400.8001935739733	HOLD						1.166361526706056														
2024-07-10	1400.8001935739733	1300.8001935739733	HOLD	-100										btc BUY									
2024-07-17	1300.8001935739733	1400.8001935739733	HOLD	100										btc SELL									
2024-07-24	1400.8001935739733	1500.8001935739733	HOLD	100										btc SELL									
2024-07-31	1500.8001935739733	1600.8001935739733	HOLD	100										btc SELL									
2024-08-07	1600.8001935739733	1500.8001935739733	HOLD	-100										btc BUY									
2024-08-07	1500.8001935739733	1502.0508604019517	HOLD						1.250666827978311														
2024-08-14	1502.0508604019517	1402.0508604019517	HOLD	-100										btc BUY									
2024-08-21	1402.0508604019517	1302.0508604019517	HOLD	-100										btc BUY									
2024-08-28	1302.0508604019517	1202.0508604019517	HOLD	-100										btc BUY									
2024-09-04	1202.0508604019517	1102.0508604019517	HOLD	-100										btc BUY									
2024-09-04	1102.0508604019517	1102.9692361189534	HOLD						0.9183757170016265														
2024-09-11	1102.9692361189534	1002.9692361189534	HOLD	-100										btc BUY									
2024-09-18	1002.9692361189534	902.9692361189534	HOLD	-100										btc BUY									
2024-09-25	902.9692361189534	802.9692361189534	HOLD	-100										btc BUY									
2024-10-02	802.9692361189534	702.9692361189534	HOLD	-100										btc BUY									
2024-10-02	702.9692361189534	703.5550438157192	HOLD						0.5858076967657946														
2024-10-09	703.5550438157192	603.5550438157192	HOLD	-100										btc BUY									
2024-10-16	603.5550438157192	703.5550438157192	HOLD	100										btc SELL									
2024-10-23	703.5550438157192	603.5550438157192	HOLD	-100										btc BUY									
2024-10-30	603.5550438157192	703.5550438157192	HOLD	100										btc SELL									
2024-11-07	703.5550438157192	803.5550438157192	HOLD	100										btc SELL									
2024-11-07	803.5550438157192	804.2246730188989	HOLD						0.669629203179766														
2024-11-14	804.2246730188989	904.2246730188989	HOLD	100										btc SELL									
2024-11-21	904.2246730188989	1004.2246730188989	HOLD	100.00000000000001										btc SELL									
2024-11-28	1004.2246730188989	1104.224673018899	HOLD	100										btc SELL									
2024-12-05	1104.224673018899	1204.224673018899	HOLD	99.99999999999999										btc SELL									
2024-12-05	1204.224673018899	1205.228193579748	HOLD						1.0035205608490825														
2024-12-12	1205.228193579748	1305.228193579748	HOLD	100										btc SELL									
2024-12-19	1305.228193579748	1405.228193579748	HOLD	100										btc SELL									
2024-12-26	1405.228193579748	1505.228193579748	HOLD	100										btc SELL									
2025-01-02	1505.228193579748	1605.228193579748	HOLD	100										btc SELL									
2025-01-02	1605.228193579748	1606.5658837410645	HOLD						1.3376901613164567														
2025-01-09	1606.5658837410645	1706.5658837410645	HOLD	100										btc SELL									
2025-01-16	1706.5658837410645	1806.5658837410645	HOLD	100										btc SELL									
2025-01-23	1806.5658837410645	1906.5658837410645	HOLD	100										btc SELL									
2025-01-30	1906.5658837410645	2006.5658837410645	HOLD	100										btc SELL									
2025-02-06	2006.5658837410645	2106.5658837410647	HOLD	100										btc SELL									
2025-02-06	2106.5658837410647	2108.321355310849	HOLD						1.7554715697842207														
2025-02-13	2108.321355310849	2208.321355310849	HOLD	100										btc SELL									
2025-02-20	2208.321355310849	2308.321355310849	HOLD	100										btc SELL									
2025-02-27	2308.321355310849	2408.321355310849	HOLD	100										btc SELL									
2025-03-06	2408.321355310849	2508.321355310849	HOLD	100										btc SELL									
2025-03-06	2508.321355310849	2510.4116231069415	HOLD						2.090267796092374														
2025-03-12	2510.4116231069415	2610.4116231069415	HOLD	100										btc SELL									
2025-03-19	2610.4116231069415	2710.4116231069415	HOLD	100										btc SELL									
2025-03-26	2710.4116231069415	2810.4116231069415	HOLD	100										btc SELL									
2025-04-02	2810.4116231069415	2910.4116231069415	HOLD	100										btc SELL									
2025-04-02	2910.4116231069415	2912.8369661261972	HOLD						2.4253430192557848														
2025-04-09	2912.8369661261972	3012.8369661261972	HOLD	100										btc SELL									
2025-04-16	3012.8369661261972	3112.8369661261972	HOLD	100										btc SELL									
2025-04-23	3112.8369661261972	3212.8369661261972	HOLD	100										btc SELL									
2025-04-30	3212.8369661261972	3312.8369661261972	HOLD	100										btc SELL									
2025-05-07	3312.8369661261972	3412.8369661261972	HOLD	99.99999999999999										btc SELL									
2025-05-07	3412.8369661261972	3415.6809969313026	HOLD						2.8440308051051644														
2025-05-14	3415.6809969313026	3515.6809969313026	HOLD	100										btc SELL									
2025-05-21	3515.6809969313026	3615.6809969313026	HOLD	100										btc SELL									
2025-05-28	3615.6809969313026	3715.6809969313026	HOLD	100										btc SELL									
2025-06-04	3715.6809969313026	3815.6809969313026	HOLD	100										btc SELL									
2025-06-04	3815.6809969313026	3818.860731095412	HOLD						3.1797341641094192														
2025-06-11	3818.860731095412	3918.860731095412	HOLD	100										btc SELL									
2025-06-18	3918.860731095412	4018.860731095412	HOLD	100										btc SELL									
2025-06-25	4018.860731095412	4118.860731095412	HOLD	100										btc SELL									
2025-07-02	4118.860731095412	4218.860731095412	HOLD	100										btc SELL									
2025-07-02	4218.860731095412	4222.376448371325	HOLD						3.5157172759128437														
2025-07-09	4222.376448371325	4322.376448371325	HOLD	100										btc SELL									
2025-07-16	4322.376448371325	4422.376448371325	HOLD	100										btc SELL									
2025-07-23	4422.376448371325	4522.376448371325	HOLD	100										btc SELL									
2025-07-30	4522.376448371325	4622.376448371325	HOLD	100										btc SELL									
2025-08-06	4622.376448371325	4722.376448371325	HOLD	100										btc SELL									
2025-08-06	4722.376448371325	4726.311762078301	HOLD						3.935313706976104														
2025-08-13	4726.311762078301	4826.311762078301	HOLD	100										btc SELL									
2025-08-20	4826.311762078301	4926.311762078301	HOLD	100										btc SELL									
2025-08-27	4926.311762078301	5026.311762078301	HOLD	100										btc SELL									
2025-09-03	5026.311762078301	5126.311762078301	HOLD	100										btc SELL									
2025-09-03	5126.311762078301	5130.5836885467	HOLD						4.2719264683985845														
2025-09-10	5130.5836885467	5230.5836885467	HOLD	100										btc SELL									
2025-09-17	5230.5836885467	5330.5836885467	HOLD	100										btc SELL									
2025-09-24	5330.5836885467	5430.5836885467	HOLD	100										btc SELL									
2025-10-01	5430.5836885467	5530.5836885467	HOLD	100										btc SELL									
2025-10-01	5530.5836885467	5535.192508287155	HOLD						4.6088197404555835														
2025-10-08	5535.192508287155	5635.192508287155	HOLD	100										btc SELL									
2025-10-15	5635.192508287155	5735.192508287155	HOLD	100										btc SELL									
2025-10-22	5735.192508287155	5835.192508287155	HOLD	100										btc SELL									
2025-10-29	5835.192508287155	5935.192508287155	HOLD	100										btc SELL									
2025-11-06	5935.192508287155	6035.192508287155	HOLD	100										btc SELL									
2025-11-06	6035.192508287155	6040.221835377394	HOLD						5.029327090239296														
2025-11-13	6040.221835377394	6140.221835377394	HOLD	100										btc SELL									
2025-11-20	6140.221835377394	6040.221835377394	HOLD	-100										btc BUY									
2025-11-27	6040.221835377394	6140.221835377394	HOLD	100										btc SELL									
2025-12-04	6140.221835377394	6240.221835377394	HOLD	100										btc SELL									
2025-12-04	6240.221835377394	6245.422020240208	HOLD						5.2001848628144955														
2025-12-11	6245.422020240208	6345.422020240208	HOLD	100										btc SELL									
2025-12-18	6345.422020240208	6245.422020240208	HOLD	-100										btc BUY									
2025-12-25	6245.422020240208	6145.422020240208	HOLD	-100										btc BUY									
2026-01-01	6145.422020240208	6045.422020240208	HOLD	-100										btc BUY									
2026-01-01	6045.422020240208	6050.459871923742	HOLD						5.037851683533507														
2026-01-08	6050.459871923742	5950.459871923742	HOLD	-100										btc BUY									
