date	value	cash	action	amount	shares	price	dividend	expense	cash_interest	fund_size	margin_available	margin_borrowed	margin_expense	notes	contracts	entry_price	liquidation_price	unrealized_pnl	funding_profit	funding_loss	margin_locked	fee	margin
2021-05-05	16345.289212471063	16245.289212471063	HOLD	-100										spxl BUY									
2021-05-05	16245.289212471063	16258.826953481455	HOLD						13.537741010392553														
2021-05-12	16258.826953481455	16108.826953481455	HOLD	-150										tqqq BUY									
2021-05-12	16108.826953481455	16008.826953481455	HOLD	-100										spxl BUY									
2021-05-19	16008.826953481455	15858.826953481455	HOLD	-150										tqqq BUY									
2021-05-19	15858.826953481455	15758.826953481455	HOLD	-100										spxl BUY									
2021-05-26	15758.826953481455	15658.826953481455	HOLD	-100										tqqq BUY									
2021-05-26	15658.826953481455	15558.826953481455	HOLD	-100										spxl BUY									
2021-06-02	15558.826953481455	15458.826953481455	HOLD	-100										tqqq BUY									
2021-06-02	15458.826953481455	15358.826953481455	HOLD	-100										spxl BUY									
2021-06-02	15358.826953481455	15371.62597594269	HOLD						12.799022461234546														
2021-06-09	15371.62597594269	15271.62597594269	HOLD	-100										tqqq BUY									
2021-06-09	15271.62597594269	15171.62597594269	HOLD	-100										spxl BUY									
2021-06-16	15171.62597594269	15071.62597594269	HOLD	-100										tqqq BUY									
2021-06-16	15071.62597594269	14971.62597594269	HOLD	-100										spxl BUY									
2021-06-22	14971.62597594269	14972.802153753122	HOLD	1.1761778104315608						20001.17617781043				spxl-dividend									
2021-06-23	14972.802153753122	14872.802153753122	HOLD	-100										tqqq BUY									
2021-06-23	14872.802153753122	14772.802153753122	HOLD	-100										spxl BUY									
2021-06-30	14772.802153753122	18252.54029655383	HOLD	3479.7381428007093										tqqq SELL									
2021-06-30	18252.54029655383	18152.54029655383	HOLD	-100										spxl BUY									
2021-07-07	18152.54029655383	18052.54029655383	HOLD	-100										tqqq BUY									
2021-07-07	18052.54029655383	21447.965143819278	HOLD	3395.424847265448										spxl SELL									
2021-07-07	21447.965143819278	21465.838448105795	HOLD						17.873304286516067														
2021-07-14	21465.838448105795	21365.838448105795	HOLD	-100										tqqq BUY									
2021-07-14	21365.838448105795	21265.838448105795	HOLD	-100										spxl BUY									
2021-07-21	21265.838448105795	21115.838448105795	HOLD	-150										tqqq BUY									
2021-07-21	21115.838448105795	20965.838448105795	HOLD	-150										spxl BUY									
2021-07-28	20965.838448105795	20865.838448105795	HOLD	-100										tqqq BUY									
2021-07-28	20865.838448105795	20765.838448105795	HOLD	-100										spxl BUY									
2021-08-04	20765.838448105795	20665.838448105795	HOLD	-100										tqqq BUY									
2021-08-04	20665.838448105795	20565.838448105795	HOLD	-100										spxl BUY									
2021-08-04	20565.838448105795	20582.97664681255	HOLD						17.13819870675483														
2021-08-11	20582.97664681255	20482.97664681255	HOLD	-100										tqqq BUY									
2021-08-11	20482.97664681255	20382.97664681255	HOLD	-100										spxl BUY									
2021-08-18	20382.97664681255	20232.97664681255	HOLD	-150										tqqq BUY									
2021-08-18	20232.97664681255	20132.97664681255	HOLD	-100										spxl BUY									
2021-08-25	20132.97664681255	20032.97664681255	HOLD	-100										tqqq BUY									
2021-08-25	20032.97664681255	19932.97664681255	HOLD	-100										spxl BUY									
2021-09-01	19932.97664681255	19832.97664681255	HOLD	-100										tqqq BUY									
2021-09-01	19832.97664681255	19732.97664681255	HOLD	-100										spxl BUY									
2021-09-01	19732.97664681255	19749.420794018228	HOLD						16.444147205677126														
2021-09-08	19749.420794018228	19649.420794018228	HOLD	-100										tqqq BUY									
2021-09-08	19649.420794018228	19549.420794018228	HOLD	-100										spxl BUY									
2021-09-15	19549.420794018228	19449.420794018228	HOLD	-100										tqqq BUY									
2021-09-15	19449.420794018228	19349.420794018228	HOLD	-100										spxl BUY									
2021-09-22	19349.420794018228	19249.420794018228	HOLD	-100										tqqq BUY									
2021-09-22	19249.420794018228	19099.420794018228	HOLD	-150										spxl BUY									
2021-09-29	19099.420794018228	18949.420794018228	HOLD	-150										tqqq BUY									
2021-09-29	18949.420794018228	18799.420794018228	HOLD	-150										spxl BUY									
2021-10-06	18799.420794018228	18649.420794018228	HOLD	-150										tqqq BUY									
2021-10-06	18649.420794018228	18499.420794018228	HOLD	-150										spxl BUY									
2021-10-06	18499.420794018228	18514.83697801324	HOLD						15.41618399501519														
2021-10-13	18514.83697801324	18364.83697801324	HOLD	-150										tqqq BUY									
2021-10-13	18364.83697801324	18214.83697801324	HOLD	-150										spxl BUY									
2021-10-20	18214.83697801324	18114.83697801324	HOLD	-100										tqqq BUY									
2021-10-20	18114.83697801324	18014.83697801324	HOLD	-100										spxl BUY									
2021-10-27	18014.83697801324	17914.83697801324	HOLD	-100										tqqq BUY									
2021-10-27	17914.83697801324	17814.83697801324	HOLD	-100										spxl BUY									
2021-11-03	17814.83697801324	17714.83697801324	HOLD	-100										tqqq BUY									
2021-11-03	17714.83697801324	17614.83697801324	HOLD	-100										spxl BUY									
2021-11-03	17614.83697801324	17629.516008828254	HOLD						14.679030815011036														
2021-11-11	17629.516008828254	17529.516008828254	HOLD	-100										tqqq BUY									
2021-11-11	17529.516008828254	17429.516008828254	HOLD	-100										spxl BUY									
2021-11-18	17429.516008828254	17329.516008828254	HOLD	-100										tqqq BUY									
2021-11-18	17329.516008828254	17229.516008828254	HOLD	-100										spxl BUY									
2021-11-25	17229.516008828254	17129.516008828254	HOLD	-100										tqqq BUY									
2021-11-25	17129.516008828254	17029.516008828254	HOLD	-100										spxl BUY									
2021-12-02	17029.516008828254	16929.516008828254	HOLD	-100										tqqq BUY									
2021-12-02	16929.516008828254	16829.516008828254	HOLD	-100										spxl BUY									
2021-12-02	16829.516008828254	16843.540605502276	HOLD						14.024596674023545														
2021-12-09	16843.540605502276	16743.540605502276	HOLD	-100										tqqq BUY									
2021-12-09	16743.540605502276	16643.540605502276	HOLD	-100										spxl BUY									
2021-12-16	16643.540605502276	16543.540605502276	HOLD	-100										tqqq BUY									
2021-12-16	16543.540605502276	16443.540605502276	HOLD	-100										spxl BUY									
2021-12-21	16443.540605502276	16445.972645832197	HOLD	2.4320403299207536						20003.60821814035				spxl-dividend									
2021-12-23	16445.972645832197	16445.97490017178	HOLD	0.002254339581569884						20003.610472479933				tqqq-dividend									
2021-12-23	16445.97490017178	16345.97490017178	HOLD	-100										tqqq BUY									
2021-12-23	16345.97490017178	16245.97490017178	HOLD	-100										spxl BUY									
2021-12-30	16245.97490017178	16145.97490017178	HOLD	-100										tqqq BUY									
2021-12-30	16145.97490017178	16045.97490017178	HOLD	-100										spxl BUY									
2022-01-06	16045.97490017178	15945.97490017178	HOLD	-100										tqqq BUY									
2022-01-06	15945.97490017178	15845.97490017178	HOLD	-100										spxl BUY									
2022-01-06	15845.97490017178	15859.179879255256	HOLD						13.204979083476484														
2022-01-13	15859.179879255256	15709.179879255256	HOLD	-150										tqqq BUY									
2022-01-13	15709.179879255256	15609.179879255256	HOLD	-100										spxl BUY									
2022-01-20	15609.179879255256	15459.179879255256	HOLD	-150										tqqq BUY									
2022-01-20	15459.179879255256	15309.179879255256	HOLD	-150										spxl BUY									
2022-01-27	15309.179879255256	15109.179879255256	HOLD	-200										tqqq BUY									
2022-01-27	15109.179879255256	14959.179879255256	HOLD	-150										spxl BUY									
2022-02-03	14959.179879255256	14809.179879255256	HOLD	-150										tqqq BUY									
2022-02-03	14809.179879255256	14659.179879255256	HOLD	-150										spxl BUY									
2022-02-03	14659.179879255256	14671.395862487969	HOLD						12.215983232712714														
2022-02-10	14671.395862487969	14521.395862487969	HOLD	-150										tqqq BUY									
2022-02-10	14521.395862487969	14371.395862487969	HOLD	-150										spxl BUY									
2022-02-17	14371.395862487969	14221.395862487969	HOLD	-150										tqqq BUY									
2022-02-17	14221.395862487969	14071.395862487969	HOLD	-150										spxl BUY									
2022-02-24	14071.395862487969	13871.395862487969	HOLD	-200										tqqq BUY									
2022-02-24	13871.395862487969	13721.395862487969	HOLD	-150										spxl BUY									
2022-03-03	13721.395862487969	13571.395862487969	HOLD	-150										tqqq BUY									
2022-03-03	13571.395862487969	13421.395862487969	HOLD	-150										spxl BUY									
2022-03-03	13421.395862487969	13432.580359040043	HOLD						11.184496552073307														
2022-03-10	13432.580359040043	13232.580359040043	HOLD	-200										tqqq BUY									
2022-03-10	13232.580359040043	13082.580359040043	HOLD	-150										spxl BUY									
2022-03-16	13082.580359040043	12932.580359040043	HOLD	-150										tqqq BUY									
2022-03-16	12932.580359040043	12782.580359040043	HOLD	-150										spxl BUY									
2022-03-23	12782.580359040043	12632.580359040043	HOLD	-150										tqqq BUY									
2022-03-23	12632.580359040043	12482.580359040043	HOLD	-150										spxl BUY									
2022-03-30	12482.580359040043	12332.580359040043	HOLD	-150										tqqq BUY									
2022-03-30	12332.580359040043	12232.580359040043	HOLD	-100										spxl BUY									
2022-04-06	12232.580359040043	12082.580359040043	HOLD	-150										tqqq BUY									
2022-04-06	12082.580359040043	11932.580359040043	HOLD	-150										spxl BUY									
2022-04-06	11932.580359040043	11942.524176005909	HOLD						9.943816965866702														
2022-04-13	11942.524176005909	11792.524176005909	HOLD	-150										tqqq BUY									
2022-04-13	11792.524176005909	11642.524176005909	HOLD	-150										spxl BUY									
2022-04-20	11642.524176005909	11492.524176005909	HOLD	-150										tqqq BUY									
2022-04-20	11492.524176005909	11342.524176005909	HOLD	-150										spxl BUY									
2022-04-27	11342.524176005909	11142.524176005909	HOLD	-200										tqqq BUY									
2022-04-27	11142.524176005909	10992.524176005909	HOLD	-150										spxl BUY									
2022-05-04	10992.524176005909	10792.524176005909	HOLD	-200										tqqq BUY									
2022-05-04	10792.524176005909	10642.524176005909	HOLD	-150										spxl BUY									
2022-05-04	10642.524176005909	10651.39294615258	HOLD						8.868770146671592														
2022-05-11	10651.39294615258	10451.39294615258	HOLD	-200										tqqq BUY									
2022-05-11	10451.39294615258	10251.39294615258	HOLD	-200										spxl BUY									
2022-05-18	10251.39294615258	10051.39294615258	HOLD	-200										tqqq BUY									
2022-05-18	10051.39294615258	9851.39294615258	HOLD	-200										spxl BUY									
2022-05-25	9851.39294615258	9651.39294615258	HOLD	-200										tqqq BUY									
2022-05-25	9651.39294615258	9451.39294615258	HOLD	-200										spxl BUY									
2022-06-01	9451.39294615258	9251.39294615258	HOLD	-200										tqqq BUY									
2022-06-01	9251.39294615258	9101.39294615258	HOLD	-150										spxl BUY									
2022-06-01	9101.39294615258	9108.977440274375	HOLD						7.584494121793817														
2022-06-08	9108.977440274375	8908.977440274375	HOLD	-200										tqqq BUY									
2022-06-08	8908.977440274375	8758.977440274375	HOLD	-150										spxl BUY									
2022-06-15	8758.977440274375	8558.977440274375	HOLD	-200										tqqq BUY									
2022-06-15	8558.977440274375	8358.977440274375	HOLD	-200										spxl BUY									
2022-06-22	8358.977440274375	8158.977440274375	HOLD	-200										tqqq BUY									
2022-06-22	8158.977440274375	8163.625371508491	HOLD	4.6479312341165855						20008.25840371405				spxl-dividend									
2022-06-22	8163.625371508491	7963.625371508491	HOLD	-200										spxl BUY									
2022-06-29	7963.625371508491	7763.625371508491	HOLD	-200										tqqq BUY									
2022-06-29	7763.625371508491	7563.625371508491	HOLD	-200										spxl BUY									
2022-07-06	7563.625371508491	7363.625371508491	HOLD	-200										tqqq BUY									
2022-07-06	7363.625371508491	7163.625371508491	HOLD	-200										spxl BUY									
2022-07-06	7163.625371508491	7169.595059318081	HOLD						5.96968780959041														
2022-07-13	7169.595059318081	6969.595059318081	HOLD	-200										tqqq BUY									
2022-07-13	6969.595059318081	6769.595059318081	HOLD	-200										spxl BUY									
2022-07-20	6769.595059318081	6569.595059318081	HOLD	-200										tqqq BUY									
2022-07-20	6569.595059318081	6369.595059318081	HOLD	-200										spxl BUY									
2022-07-27	6369.595059318081	6169.595059318081	HOLD	-200										tqqq BUY									
2022-07-27	6169.595059318081	6019.595059318081	HOLD	-150										spxl BUY									
2022-08-03	6019.595059318081	5869.595059318081	HOLD	-150										tqqq BUY									
2022-08-03	5869.595059318081	5719.595059318081	HOLD	-150										spxl BUY									
2022-08-03	5719.595059318081	5724.36138853418	HOLD						4.766329216098401														
2022-08-10	5724.36138853418	5574.36138853418	HOLD	-150										tqqq BUY									
2022-08-10	5574.36138853418	5424.36138853418	HOLD	-150										spxl BUY									
2022-08-17	5424.36138853418	5274.36138853418	HOLD	-150										tqqq BUY									
2022-08-17	5274.36138853418	5124.36138853418	HOLD	-150										spxl BUY									
2022-08-24	5124.36138853418	4924.36138853418	HOLD	-200										tqqq BUY									
2022-08-24	4924.36138853418	4774.36138853418	HOLD	-150										spxl BUY									
2022-08-31	4774.36138853418	4574.36138853418	HOLD	-200										tqqq BUY									
2022-08-31	4574.36138853418	4374.36138853418	HOLD	-200										spxl BUY									
2022-09-07	4374.36138853418	4174.36138853418	HOLD	-200										tqqq BUY									
2022-09-07	4174.36138853418	4024.36138853418	HOLD	-150										spxl BUY									
2022-09-07	4024.36138853418	4027.715023024625	HOLD						3.3536344904451503														
2022-09-14	4027.715023024625	3827.715023024625	HOLD	-200										tqqq BUY									
2022-09-14	3827.715023024625	3627.715023024625	HOLD	-200										spxl BUY									
2022-09-21	3627.715023024625	3427.715023024625	HOLD	-200										tqqq BUY									
2022-09-21	3427.715023024625	3227.715023024625	HOLD	-200										spxl BUY									
2022-09-28	3227.715023024625	3027.715023024625	HOLD	-200										tqqq BUY									
2022-09-28	3027.715023024625	2827.715023024625	HOLD	-200										spxl BUY									
2022-10-05	2827.715023024625	2627.715023024625	HOLD	-200										tqqq BUY									
2022-10-05	2627.715023024625	2427.715023024625	HOLD	-200										spxl BUY									
2022-10-05	2427.715023024625	2429.7381188771456	HOLD						2.023095852520521														
2022-10-12	2429.7381188771456	2229.7381188771456	HOLD	-200										tqqq BUY									
2022-10-12	2229.7381188771456	2029.7381188771456	HOLD	-200										spxl BUY									
2022-10-19	2029.7381188771456	1829.7381188771456	HOLD	-200										tqqq BUY									
2022-10-19	1829.7381188771456	1629.7381188771456	HOLD	-200										spxl BUY									
2022-10-26	1629.7381188771456	1429.7381188771456	HOLD	-200										tqqq BUY									
2022-10-26	1429.7381188771456	1229.7381188771456	HOLD	-200										spxl BUY									
2022-11-02	1229.7381188771456	1029.7381188771456	HOLD	-200										tqqq BUY									
2022-11-02	1029.7381188771456	829.7381188771456	HOLD	-200										spxl BUY									
2022-11-02	829.7381188771456	830.4295673095431	HOLD						0.6914484323976213														
2022-11-10	830.4295673095431	630.4295673095431	HOLD	-200										tqqq BUY									
2022-11-10	630.4295673095431	480.42956730954313	HOLD	-150										spxl BUY									
2022-11-17	480.42956730954313	280.42956730954313	HOLD	-200										tqqq BUY									
2022-11-17	280.42956730954313	247.00817352933802	HOLD	-33.42139378020511										spxl BUY									
2022-12-01	247.00817352933802	247.2140136739458	HOLD						0.2058401446077817														
2022-12-20	247.2140136739458	261.6470948096574	HOLD	14.433081135711578						20022.69148484976				spxl-dividend									
2022-12-22	261.6470948096574	292.0304134980746	HOLD	30.38331868841722						20053.07480353818				tqqq-dividend									
2022-12-22	292.0304134980746	261.6470948096574	HOLD	-30.38331868841722										tqqq BUY									
2022-12-22	261.6470948096574	247.21401367394583	HOLD	-14.433081135711578										spxl BUY									
2023-01-05	247.21401367394583	247.42002535200746	HOLD						0.20601167806162154														
2023-02-02	247.42002535200746	247.62620870646745	HOLD						0.20618335446000624														
2023-03-02	247.62620870646745	247.8325638803895	HOLD						0.2063551739220562														
2023-03-21	247.8325638803895	278.4853760223621	HOLD	30.652812141972642						20083.727615680153				spxl-dividend									
2023-03-22	278.4853760223621	325.2258806404167	HOLD	46.74050461805458						20130.468120298206				tqqq-dividend									
2023-03-22	325.2258806404167	278.4853760223621	HOLD	-46.74050461805458										tqqq BUY									
2023-03-22	278.4853760223621	247.83256388038947	HOLD	-30.652812141972642										spxl BUY									
2023-04-05	247.83256388038947	248.03909101695646	HOLD						0.20652713656699123														
2023-05-03	248.03909101695646	248.2457902594706	HOLD						0.2066992425141304														
2023-06-07	248.2457902594706	248.45266175135347	HOLD						0.20687149188289217														
2023-06-21	248.45266175135347	288.50171438583976	HOLD	40.049052634486294						20170.517172932694				tqqq-dividend									
2023-06-21	288.50171438583976	248.45266175135347	HOLD	-40.049052634486294										tqqq BUY									
2023-06-21	248.45266175135347	278.8264989212534	HOLD	30.373837169899954						20200.891010102594				spxl-dividend									
2023-06-21	278.8264989212534	248.45266175135345	HOLD	-30.373837169899954										spxl BUY									
2023-07-05	248.45266175135345	248.65970563614624	HOLD						0.20704388479279456														
2023-08-02	248.65970563614624	248.8669220575097	HOLD						0.20721642136345522														
2023-09-06	248.8669220575097	249.0743111592243	HOLD						0.20738910171459143														
2023-09-19	249.0743111592243	271.9948579387508	HOLD	22.920546779526497						20223.81155688212				spxl-dividend									
2023-09-20	271.9948579387508	315.6587100769804	HOLD	43.663852138229636						20267.47540902035				tqqq-dividend									
2023-09-20	315.6587100769804	271.9948579387508	HOLD	-43.663852138229636										tqqq BUY									
2023-09-20	271.9948579387508	249.0743111592243	HOLD	-22.920546779526497										spxl BUY									
2023-10-04	249.0743111592243	249.2818730851903	HOLD						0.20756192596602027														
2023-11-01	249.2818730851903	249.48960797942797	HOLD						0.20773489423765862														
2023-12-07	249.48960797942797	249.6975159860775	HOLD						0.20790800664952333														
2023-12-20	249.6975159860775	320.3270728358135	HOLD	70.62955684973599						20338.104965870087				tqqq-dividend									
2023-12-21	320.3270728358135	249.69751598607752	HOLD	-70.62955684973599										tqqq BUY									
2023-12-21	249.69751598607752	285.5930587364351	HOLD	35.89554275035761						20374.000508620444				spxl-dividend									
2023-12-21	285.5930587364351	249.69751598607752	HOLD	-35.89554275035761										spxl BUY									
2024-01-04	249.69751598607752	249.90559724939925	HOLD						0.20808126332173127														
2024-02-01	249.90559724939925	250.11385191377374	HOLD						0.20825466437449938														
2024-03-07	250.11385191377374	20192.86334500341	HOLD	19942.749493089636										tqqq SELL									
2024-03-07	20192.86334500341	20092.86334500341	HOLD	-100										spxl BUY									
2024-03-07	20092.86334500341	20109.607397790915	HOLD						16.74405278750284														
2024-03-13	20109.607397790915	20009.607397790915	HOLD	-100										tqqq BUY									
2024-03-13	20009.607397790915	19909.607397790915	HOLD	-100										spxl BUY									
2024-03-19	19909.607397790915	19957.001112838276	HOLD	47.39371504736188						20421.394223667805				spxl-dividend									
2024-03-20	19957.001112838276	19957.357069166683	HOLD	0.3559563284055531						20421.750179996212				tqqq-dividend									
2024-03-20	19957.357069166683	19857.357069166683	HOLD	-100										tqqq BUY									
2024-03-20	19857.357069166683	19757.357069166683	HOLD	-100										spxl BUY									
2024-03-27	19757.357069166683	19657.357069166683	HOLD	-100										tqqq BUY									
2024-03-27	19657.357069166683	19557.357069166683	HOLD	-100										spxl BUY									
2024-04-03	19557.357069166683	19407.357069166683	HOLD	-150										tqqq BUY									
2024-04-03	19407.357069166683	19307.357069166683	HOLD	-100										spxl BUY									
2024-04-03	19307.357069166683	19323.446533390987	HOLD						16.08946422430557														
2024-04-10	19323.446533390987	19173.446533390987	HOLD	-150										tqqq BUY									
2024-04-10	19173.446533390987	19073.446533390987	HOLD	-100										spxl BUY									
2024-04-17	19073.446533390987	18923.446533390987	HOLD	-150										tqqq BUY									
2024-04-17	18923.446533390987	18823.446533390987	HOLD	-100										spxl BUY									
2024-04-24	18823.446533390987	18673.446533390987	HOLD	-150										tqqq BUY									
2024-04-24	18673.446533390987	18573.446533390987	HOLD	-100										spxl BUY									
2024-05-01	18573.446533390987	18423.446533390987	HOLD	-150										tqqq BUY									
2024-05-01	18423.446533390987	18323.446533390987	HOLD	-100										spxl BUY									
2024-05-01	18323.446533390987	18338.716072168812	HOLD						15.269538777825822														
2024-05-08	18338.716072168812	18238.716072168812	HOLD	-100										tqqq BUY									
2024-05-08	18238.716072168812	18138.716072168812	HOLD	-100										spxl BUY									
2024-05-15	18138.716072168812	18038.716072168812	HOLD	-100										tqqq BUY									
2024-05-15	18038.716072168812	17938.716072168812	HOLD	-100										spxl BUY									
2024-05-22	17938.716072168812	17838.716072168812	HOLD	-100										tqqq BUY									
2024-05-22	17838.716072168812	17738.716072168812	HOLD	-100										spxl BUY									
2024-05-29	17738.716072168812	17638.716072168812	HOLD	-100										tqqq BUY									
2024-05-29	17638.716072168812	17538.716072168812	HOLD	-100										spxl BUY									
2024-06-05	17538.716072168812	17438.716072168812	HOLD	-100										tqqq BUY									
2024-06-05	17438.716072168812	17338.716072168812	HOLD	-100										spxl BUY									
2024-06-05	17338.716072168812	17353.165002228954	HOLD						14.448930060140677														
2024-06-12	17353.165002228954	17253.165002228954	HOLD	-100										tqqq BUY									
2024-06-12	17253.165002228954	17153.165002228954	HOLD	-100										spxl BUY									
2024-06-19	17153.165002228954	17053.165002228954	HOLD	-100										tqqq BUY									
2024-06-19	17053.165002228954	16953.165002228954	HOLD	-100										spxl BUY									
2024-06-25	16953.165002228954	16997.19840657604	HOLD	44.033404347085266						20465.7835843433				spxl-dividend									
2024-06-26	16997.19840657604	17005.394931126983	HOLD	8.196524550941456						20473.98010889424				tqqq-dividend									
2024-06-26	17005.394931126983	16905.394931126983	HOLD	-100										tqqq BUY									
2024-06-26	16905.394931126983	16805.394931126983	HOLD	-100										spxl BUY									
2024-07-03	16805.394931126983	16705.394931126983	HOLD	-100										tqqq BUY									
2024-07-03	16705.394931126983	16605.394931126983	HOLD	-100										spxl BUY									
2024-07-03	16605.394931126983	16619.232760236257	HOLD						13.837829109272487														
2024-07-10	16619.232760236257	19302.228227209354	HOLD	2682.9954669730973										tqqq SELL									
2024-07-10	19302.228227209354	19202.228227209354	HOLD	-100										spxl BUY									
2024-07-17	19202.228227209354	19102.228227209354	HOLD	-100										tqqq BUY									
2024-07-17	19102.228227209354	19002.228227209354	HOLD	-100										spxl BUY									
2024-07-24	19002.228227209354	18852.228227209354	HOLD	-150										tqqq BUY									
2024-07-24	18852.228227209354	18752.228227209354	HOLD	-100										spxl BUY									
2024-07-31	18752.228227209354	18602.228227209354	HOLD	-150										tqqq BUY									
2024-07-31	18602.228227209354	18502.228227209354	HOLD	-100										spxl BUY									
2024-08-07	18502.228227209354	18352.228227209354	HOLD	-150										tqqq BUY									
2024-08-07	18352.228227209354	18252.228227209354	HOLD	-100										spxl BUY									
2024-08-07	18252.228227209354	18267.438417398695	HOLD						15.21019018934113														
2024-08-14	18267.438417398695	18167.438417398695	HOLD	-100										tqqq BUY									
2024-08-14	18167.438417398695	18067.438417398695	HOLD	-100										spxl BUY									
2024-08-21	18067.438417398695	17967.438417398695	HOLD	-100										tqqq BUY									
2024-08-21	17967.438417398695	17867.438417398695	HOLD	-100										spxl BUY									
2024-08-28	17867.438417398695	17767.438417398695	HOLD	-100										tqqq BUY									
2024-08-28	17767.438417398695	17667.438417398695	HOLD	-100										spxl BUY									
2024-09-04	17667.438417398695	17517.438417398695	HOLD	-150										tqqq BUY									
2024-09-04	17517.438417398695	17417.438417398695	HOLD	-100										spxl BUY									
2024-09-04	17417.438417398695	17431.952949413193	HOLD						14.514532014498913														
2024-09-11	17431.952949413193	17331.952949413193	HOLD	-100										tqqq BUY									
2024-09-11	17331.952949413193	17231.952949413193	HOLD	-100										spxl BUY									
2024-09-18	17231.952949413193	17131.952949413193	HOLD	-100										tqqq BUY									
2024-09-18	17131.952949413193	17031.952949413193	HOLD	-100										spxl BUY									
2024-09-24	17031.952949413193	17058.827438612898	HOLD	26.874489199703962						20500.854598093945				spxl-dividend									
2024-09-25	17058.827438612898	17063.113770266213	HOLD	4.286331653315698						20505.14092974726				tqqq-dividend									
2024-09-25	17063.113770266213	16963.113770266213	HOLD	-100										tqqq BUY									
2024-09-25	16963.113770266213	16863.113770266213	HOLD	-100										spxl BUY									
2024-10-02	16863.113770266213	16763.113770266213	HOLD	-100										tqqq BUY									
2024-10-02	16763.113770266213	16663.113770266213	HOLD	-100										spxl BUY									
2024-10-02	16663.113770266213	16676.9996984081	HOLD						13.885928141888511														
2024-10-09	16676.9996984081	16576.9996984081	HOLD	-100										tqqq BUY									
2024-10-09	16576.9996984081	16476.9996984081	HOLD	-100										spxl BUY									
2024-10-16	16476.9996984081	16376.9996984081	HOLD	-100										tqqq BUY									
2024-10-16	16376.9996984081	16276.9996984081	HOLD	-100										spxl BUY									
2024-10-23	16276.9996984081	16176.9996984081	HOLD	-100										tqqq BUY									
2024-10-23	16176.9996984081	16076.9996984081	HOLD	-100										spxl BUY									
2024-10-30	16076.9996984081	15976.9996984081	HOLD	-100										tqqq BUY									
2024-10-30	15976.9996984081	15876.9996984081	HOLD	-100										spxl BUY									
2024-11-07	15876.9996984081	15776.9996984081	HOLD	-100										tqqq BUY									
2024-11-07	15776.9996984081	41573.41428873186	HOLD	25796.414590323762										spxl SELL									
2024-11-07	41573.41428873186	41608.05880063913	HOLD						34.64451190727655														
2024-11-14	41608.05880063913	41508.05880063913	HOLD	-100										tqqq BUY									
