date	value	cash	action	amount	shares	price	dividend	expense	cash_interest	fund_size	margin_available	margin_borrowed	margin_expense	notes	contracts	entry_price	liquidation_price	unrealized_pnl	funding_profit	funding_loss	margin_locked	fee	margin
2023-05-10	9037.562799912706		HOLD			14.395000457763672																	
2023-05-17	9520.988895974831		HOLD			15.164999961853027																	
2023-05-24	9520.988895974831		HOLD			15.164999961853027																	
2023-05-31	10908.4854918357		HOLD			17.375																	
2023-06-07	10980.68539599725		HOLD			17.489999771118164																	
2023-06-14	12616.17314924753		HOLD			20.094999313354492																	
2023-06-21	12195.529344252922		HOLD			19.424999237060547	40.049052634486294																
2023-06-21	12195.529344252922		BUY	40.049052634486294	2.061727372327385	19.424999237060547																	
2023-06-28	12440.292552366349		HOLD			19.75																	
2023-07-05	12991.444754053466		HOLD			20.625																	
2023-07-12	13218.204901486573		HOLD			20.985000610351562																	
2023-07-19	14588.211322256539		HOLD			23.15999984741211																	
2023-07-26	13627.632011027998		HOLD			21.635000228881836																	
2023-08-02	13233.95186696577		HOLD			21.010000228881836																	
2023-08-09	12506.430528228853		HOLD			19.854999542236328																	
2023-08-16	11920.634281637627		HOLD			18.924999237060547																	
2023-08-23	12528.476520183021		HOLD			19.889999389648438																	
2023-08-30	13246.549919915711		HOLD			21.030000686645508																	
2023-09-06	13000.892693057693		HOLD			20.639999389648438																	
2023-09-13	12893.81164581611		HOLD			20.469999313354492																	
2023-09-20	11889.140350679232		HOLD			18.875	43.663852138229636																
2023-09-20	11889.140350679232		BUY	43.663852138229636	2.31331666957508	18.875																	
2023-09-27	10968.697084550278		HOLD			17.350000381469727																	
2023-10-04	11360.66136853104		HOLD			17.969999313354492																	
2023-10-11	12435.404481050076		HOLD			19.670000076293945																	
2023-10-18	11594.576471548273		HOLD			18.34000015258789																	
2023-10-25	10358.622495065762		HOLD			16.385000228881836																	
2023-11-01	10895.994051325279		HOLD			17.235000610351562																	
2023-11-09	12081.371952267411		HOLD			19.110000610351562																	
2023-11-16	13633.426702334493		HOLD			21.565000534057617																	
2023-11-23	13965.332273432537		HOLD			22.09000015258789																	
2023-11-30	13867.34059952297		HOLD			21.934999465942383																	
2023-12-07	14003.264028630634		HOLD			22.149999618530273																	
2023-12-14	15381.463594391953		HOLD			24.329999923706055																	
2023-12-20	15852.454277597613		HOLD			25.075000762939453	70.62955684973599																
2023-12-21	15852.454277597613		BUY	70.62955684973599	2.8167319920534406	25.075000762939453																	
2023-12-28	16323.14481739035		HOLD			25.704999923706055																	
2024-01-04	14545.094120219515		HOLD			22.905000686645508																	
2024-01-11	15964.35915052793		HOLD			25.139999389648438																	
2024-01-18	16370.771672807938		HOLD			25.780000686645508																	
2024-01-25	17932.91605816787		HOLD			28.239999771118164																	
2024-02-01	17304.24810714244		HOLD			27.25																	
2024-02-08	18590.159880203602		HOLD			29.274999618530273																	
2024-02-15	18742.564121858137		HOLD			29.514999389648438																	
2024-02-22	19104.524347187817		HOLD			30.084999084472656																	
2024-02-29	19164.851858876926		HOLD			30.18000030517578																	
2024-03-07	19942.749493089636		SELL	19942.749493089636	635.0182791611904	31.405000686645508																	
2024-03-13	0		BUY	100	3.30906691833739	30.219999313354492																	
2024-03-20	102.08471569301734		HOLD			30.850000381469727	0.3559563284055531																
2024-03-20	102.08471569301734		BUY	100	3.2414910458174813	30.850000381469727																	
2024-03-27	202.9035354385367		BUY	100	3.228409968311843	30.975000381469727																	
2024-04-03	296.69388856319216		BUY	150	4.943968333737979	30.34000015258789																	
2024-04-10	433.8113193302631		BUY	150	5.090785651559741	29.46500015258789																	
2024-04-17	532.0974930315617		BUY	150	5.585552133936431	26.854999542236328																	
2024-04-24	682.0974930315617		BUY	150	5.585552133936431	26.854999542236328																	
2024-05-01	799.4084919498958		BUY	150	5.813953660298242	25.799999237060547																	
2024-05-08	1075.4443550350866		BUY	100	3.421727927962853	29.225000381469727																	
2024-05-15	1276.3978387533152		BUY	100	3.151094944910171	31.735000610351562																	
2024-05-22	1399.3847352504326		BUY	100	3.0993337018962706	32.26499938964844																	
2024-05-29	1502.8700909364964		BUY	100	3.0921459346993188	32.34000015258789																	
2024-06-05	1671.514876808743		BUY	100	2.9651595114744063	33.724998474121094																	
2024-06-12	1889.9661183247695		BUY	100	2.7793218808302553	35.97999954223633																	
2024-06-19	2076.522379636553		BUY	100	2.6634706319605908	37.54499816894531																	
2024-06-26	2158.2615834180583		HOLD			37.22999954223633	8.196524550941456																
2024-06-26	2158.2615834180583		BUY	100	2.6860059422389457	37.22999954223633																	
2024-07-03	2402.928754163227		BUY	100	2.5242962454386615	39.6150016784668																	
2024-07-10	2682.9954669730973		SELL	2682.9954669730973	63.181336567347	42.46500015258789																	
2024-07-17	0		BUY	100	2.69723527827843	37.07500076293945																	
2024-07-24	88.26702036600722		BUY	150	4.583651856198554	32.724998474121094																	
2024-07-31	248.5694823271434		BUY	150	4.39367318927022	34.13999938964844																	
2024-08-07	310.4849237937725		BUY	150	5.640158070042835	26.594999313354492																	
2024-08-14	551.2140442142078		BUY	100	3.1411968863154276	31.834999084472656																	
2024-08-21	734.6742160129376		BUY	100	2.7843518711081643	35.915000915527344																	
2024-08-28	775.0628740311411		BUY	100	2.998500886817069	33.349998474121094																	
2024-09-04	811.0403160518107		BUY	150	4.852798471060443	30.90999984741211																	
2024-09-11	1003.791220001811		BUY	100	3.0974136742334775	32.28499984741211																	
2024-09-18	1121.7404867663		BUY	100	3.047851137287821	32.810001373291016																	
2024-09-25	1334.3818162828095		HOLD			35.834999084472656	4.286331653315698																
2024-09-25	1334.3818162828095		BUY	100	2.790567951858274	35.834999084472656																	
2024-10-02	1394.554596760576		BUY	100	2.8702640517230904	34.84000015258789																	
2024-10-09	1595.149669621122		BUY	100	2.689256321281927	37.185001373291016																	
2024-10-16	1666.6578448426997		BUY	100	2.735229656557267	36.560001373291016																	
2024-10-23	1734.5235713165987		BUY	100	2.785903293626262	35.89500045776367																	
2024-10-30	1920.8961100170334		BUY	100	2.6606359567882127	37.584999084472656																	
2024-11-07	2219.3027020467766		BUY	100	2.4227739867508244	41.275001525878906																	
2024-11-14	2249.344176851014		BUY	100	2.4981264813757385	40.029998779296875																	
2024-11-21	2287.720153156014		BUY	100	2.565418193287718	38.97999954223633																	
2024-11-28	2446.831244464163		BUY	100	2.503442252196519	39.94499969482422																	
2024-12-05	2726.9489128496143		BUY	100	2.3380874194460723	42.77000045776367																	
2024-12-12	2892.384343168828		BUY	100	2.2851920437755706	43.7599983215332																	
2024-12-19	2767.0666715575358		BUY	100	2.4712714598520673	40.46500015258789																	
2024-12-23	3126.3886421704487		HOLD			44.125	9.757166683587364																
2024-12-26	3126.3886421704487		BUY	100	2.26628895184136	44.125																	
2025-01-02	2874.6847600263036		BUY	100	2.543558527102787	39.314998626708984																	
2025-01-09	2906.5883701235507		BUY	100	2.6031497492319464	38.415000915527344																	
2025-01-16	3100.5076269765377		BUY	100	2.5242962454386615	39.6150016784668																	
2025-01-23	3568.507131986077		BUY	100	2.2639801708279714	44.16999816894531																	
2025-01-30	3453.811909647746		BUY	100	2.404713290888079	41.584999084472656																	
2025-02-06	3675.163841168569		BUY	100	2.3253109525938833	43.005001068115234																	
2025-02-13	3897.183962194394		BUY	100	2.2525058896020864	44.39500045776367																	
2025-02-20	4020.1434434265743		BUY	100	2.2396415807968233	44.650001525878906																	
2025-02-27	3305.342258513323		BUY	150	4.187604725794404	35.81999969482422																	
2025-03-06	3185.242990784453		BUY	150	4.542701330118605	33.02000045776367																	
2025-03-12	3087.2714228133864		BUY	150	4.907573936825544	30.565000534057617																	
2025-03-19	3296.0539059216812		BUY	150	4.820051283896272	31.1200008392334																	
2025-03-26	3509.172467031963		HOLD			31.690000534057617	10.94720051260158																
2025-03-26	3509.172467031963		BUY	150	4.733354290694733	31.690000534057617																	
2025-04-02	3459.9905864665147		BUY	150	5.005840121347219	29.96500015258789																	
2025-04-09	3169.0573333930784		BUY	200	7.603117189876935	26.30500030517578																	
2025-04-16	2900.296672564836		BUY	200	8.831971559154086	22.645000457763672																	
2025-04-23	3289.2305087220416		BUY	200	8.324661942793195	24.024999618530273																	
2025-04-30	3985.202436754091		BUY	150	5.466472196814464	27.440000534057617																	
2025-05-07	4325.084212095748		BUY	150	5.226480697300058	28.700000762939453																	
2025-05-14	5485.486402861385		BUY	100	2.8425241367973415	35.18000030517578																	
2025-05-21	5393.376301236331		BUY	100	2.9437738123793378	33.970001220703125																	
2025-05-28	5662.36564388672		BUY	100	2.8559189416854087	35.01499938964844																	
2025-06-04	6078.33747480462		BUY	100	2.7074589490150522	36.935001373291016																	
2025-06-11	6289.57549716641		BUY	100	2.659574576015658	37.599998474121094																	
2025-06-18	6241.731771546106		BUY	100	2.722570140111454	36.72999954223633																	
2025-06-25	6775.103960284559		HOLD			39.2400016784668	18.84735771330271																
2025-06-25	6775.103960284559		BUY	100	2.548419870605552	39.2400016784668																	
2025-07-02	7227.26876225809		SELL	7227.26876225809	175.20651544868096	41.25																	
2025-07-09	0		BUY	100	2.359882005899705	42.375																	
2025-07-16	100.37758076085453		BUY	100	2.3510050630947434	42.53499984741211																	
2025-07-23	206.90215144434436		BUY	100	2.2768671258895314	43.91999816894531																	
2025-07-30	313.36584539954544		BUY	100	2.2299029385204707	44.845001220703125																	
2025-08-06	409.44831298779144		BUY	100	2.251238273798748	44.41999816894531																	
2025-08-13	543.9697126636769		BUY	100	2.108370216246605	47.43000030517578																	
2025-08-20	595.4309777012122		BUY	150	3.4203625941333424	43.85499954223633																	
2025-08-27	773.7320442452816		BUY	100	2.1968365332681907	45.52000045776367																	
2025-09-03	855.2093828318672		BUY	100	2.244416997308008	44.55500030517578																	
2025-09-10	1007.5202248555523		BUY	100	2.127885993676507	46.994998931884766																	
2025-09-17	1158.66015760338		BUY	100	2.0339672152516504	49.165000915527344																	
2025-09-24	1298.0853128754677		HOLD			50.70500183105469	1.2521319467511498																
2025-09-24	1298.0853128754677		BUY	100	1.972192020290081	50.70500183105469																	
2025-10-01	1445.6485698384963		BUY	100	1.9073049669642708	52.43000030517578																	
2025-10-08	1604.903786565033		BUY	100	1.836884689981213	54.439998626708984																	
2025-10-15	1615.9631705449428		BUY	100	1.9379845534327471	51.599998474121094																	
2025-10-22	1739.2417667480006		BUY	100	1.912045916993791	52.29999923706055																	
2025-10-29	2120.7548168840867		BUY	100	1.6582372853651628	60.30500030517578																	
2025-11-06	1968.1326574914685		BUY	100	1.8710824318647028	53.44499969482422																	
2025-11-13	2024.9861796495327		BUY	100	1.9109496751566337	52.33000183105469																	
2025-11-20	1886.2145272729724		BUY	150	3.229278741361805	46.45000076293945																	
2025-11-27	2390.8533984413693		BUY	100	1.8335166542237875	54.540000915527344																	
2025-12-04	2535.153385509047		BUY	100	1.8014772657848996	55.5099983215332																	
2025-12-11	2663.6365076582247		BUY	100	1.7822134897918946	56.11000061035156																	
2025-12-18	2537.0684427428146		BUY	100	1.9413706709090703	51.5099983215332																	
2025-12-24	2831.610637591379		HOLD			55.310001373291016	4.379243679725015																
2025-12-25	2831.610637591379		BUY	100	1.8079912767510726	55.310001373291016																	
2026-01-01	2774.720820721871		BUY	100	1.9102197309410505	52.349998474121094																	
2026-01-08	2975.7616402624994		BUY	100	1.84535896907575	54.189998626708984																	
